,Unnamed: 0,price,Converted,Under_30,Sex
331,331,50.0,0.0,1.0,0.0
332,332,50.0,0.0,1.0,0.0
333,333,50.0,0.0,1.0,1.0
334,334,50.0,0.0,1.0,1.0
335,335,50.0,1.0,1.0,1.0
336,336,50.0,1.0,1.0,1.0
337,337,50.0,0.0,0.0,0.0
338,338,50.0,1.0,1.0,1.0
339,339,50.0,0.0,0.0,1.0
340,340,50.0,0.0,0.0,1.0
341,341,50.0,1.0,0.0,1.0
342,342,50.0,0.0,1.0,0.0
343,343,50.0,1.0,1.0,1.0
344,344,50.0,0.0,0.0,0.0
345,345,50.0,0.0,1.0,0.0
346,346,50.0,1.0,0.0,1.0
347,347,50.0,0.0,0.0,1.0
348,348,50.0,1.0,1.0,1.0
349,349,50.0,0.0,1.0,0.0
350,350,50.0,1.0,1.0,1.0
351,351,50.0,1.0,0.0,1.0
352,352,50.0,0.0,1.0,1.0
353,353,50.0,0.0,1.0,1.0
354,354,50.0,0.0,1.0,0.0
355,355,50.0,1.0,1.0,1.0
356,356,50.0,0.0,1.0,1.0
357,357,50.0,0.0,0.0,1.0
358,358,50.0,0.0,0.0,1.0
359,359,50.0,0.0,1.0,1.0
360,360,50.0,0.0,0.0,1.0
361,361,50.0,0.0,1.0,0.0
362,362,50.0,1.0,0.0,1.0
363,363,50.0,1.0,0.0,1.0
364,364,50.0,0.0,0.0,1.0
365,365,50.0,1.0,0.0,1.0
366,366,50.0,0.0,0.0,1.0
367,367,50.0,1.0,0.0,1.0
368,368,50.0,0.0,0.0,1.0
369,369,50.0,0.0,0.0,1.0
370,370,50.0,0.0,0.0,1.0
371,371,50.0,0.0,1.0,0.0
372,372,50.0,1.0,1.0,0.0
373,373,50.0,1.0,1.0,1.0
374,374,50.0,0.0,1.0,0.0
375,375,50.0,0.0,0.0,0.0
376,376,50.0,0.0,0.0,1.0
377,377,50.0,1.0,0.0,1.0
378,378,50.0,0.0,1.0,0.0
379,379,50.0,1.0,0.0,0.0
380,380,50.0,0.0,0.0,1.0
381,381,50.0,0.0,0.0,0.0
382,382,50.0,1.0,0.0,1.0
383,383,50.0,0.0,0.0,0.0
384,384,50.0,1.0,0.0,1.0
385,385,50.0,0.0,0.0,1.0
386,386,50.0,0.0,1.0,0.0
387,387,50.0,0.0,1.0,0.0
388,388,50.0,0.0,0.0,0.0
389,389,50.0,0.0,1.0,1.0
390,390,50.0,0.0,1.0,1.0
391,391,50.0,0.0,0.0,0.0
392,392,50.0,1.0,0.0,1.0
393,393,50.0,1.0,1.0,1.0
394,394,50.0,0.0,1.0,0.0
395,395,50.0,1.0,1.0,1.0
396,396,50.0,1.0,0.0,1.0
397,397,50.0,1.0,0.0,1.0
398,398,50.0,0.0,0.0,1.0
399,399,50.0,1.0,1.0,1.0
400,400,50.0,0.0,1.0,1.0
401,401,50.0,1.0,0.0,1.0
402,402,50.0,1.0,1.0,1.0
403,403,50.0,0.0,0.0,0.0
404,404,50.0,1.0,0.0,0.0
405,405,50.0,0.0,0.0,0.0
406,406,50.0,0.0,0.0,0.0
407,407,50.0,1.0,0.0,1.0
408,408,50.0,0.0,0.0,0.0
409,409,50.0,0.0,1.0,0.0
410,410,50.0,0.0,0.0,1.0
411,411,50.0,0.0,0.0,0.0
412,412,50.0,0.0,0.0,1.0
413,413,50.0,1.0,0.0,1.0
414,414,50.0,0.0,1.0,0.0
415,415,50.0,1.0,1.0,0.0
416,416,50.0,1.0,1.0,1.0
417,417,50.0,0.0,1.0,0.0
418,418,50.0,1.0,0.0,1.0
419,419,50.0,0.0,1.0,1.0
420,420,50.0,1.0,1.0,1.0
421,421,50.0,0.0,0.0,0.0
422,422,50.0,0.0,1.0,1.0
423,423,50.0,0.0,0.0,0.0
424,424,50.0,0.0,0.0,1.0
425,425,50.0,1.0,0.0,1.0
426,426,50.0,0.0,1.0,1.0
427,427,50.0,0.0,1.0,1.0
428,428,50.0,1.0,1.0,0.0
429,429,50.0,1.0,0.0,1.0
430,430,50.0,1.0,0.0,1.0
431,431,50.0,0.0,0.0,1.0
432,432,50.0,0.0,0.0,0.0
433,433,50.0,0.0,1.0,1.0
434,434,50.0,1.0,0.0,1.0
435,435,50.0,0.0,1.0,1.0
436,436,50.0,0.0,1.0,0.0
437,437,50.0,0.0,1.0,1.0
438,438,50.0,1.0,0.0,1.0
439,439,50.0,1.0,1.0,1.0
440,440,50.0,0.0,1.0,1.0
441,441,50.0,0.0,1.0,1.0
442,442,50.0,0.0,1.0,0.0
443,443,50.0,1.0,1.0,1.0
444,444,50.0,0.0,0.0,1.0
445,445,50.0,1.0,1.0,1.0
446,446,50.0,1.0,0.0,0.0
447,447,50.0,0.0,1.0,0.0
448,448,50.0,1.0,1.0,1.0
449,449,50.0,0.0,0.0,1.0
450,450,50.0,0.0,0.0,0.0
451,451,50.0,0.0,1.0,1.0
452,452,50.0,1.0,1.0,1.0
453,453,50.0,0.0,1.0,1.0
454,454,50.0,1.0,1.0,1.0
455,455,50.0,0.0,1.0,0.0
456,456,50.0,1.0,0.0,1.0
457,457,50.0,1.0,1.0,1.0
458,458,50.0,1.0,1.0,1.0
459,459,50.0,0.0,0.0,1.0
460,460,50.0,0.0,0.0,1.0
461,461,50.0,1.0,1.0,1.0
462,462,50.0,0.0,0.0,1.0
463,463,50.0,0.0,1.0,1.0
464,464,50.0,0.0,1.0,0.0
465,465,50.0,0.0,1.0,0.0
466,466,50.0,0.0,0.0,0.0
467,467,50.0,1.0,0.0,0.0
468,468,50.0,0.0,0.0,0.0
469,469,50.0,1.0,0.0,1.0
470,470,50.0,0.0,1.0,1.0
471,471,50.0,0.0,0.0,0.0
472,472,50.0,1.0,1.0,0.0
473,473,50.0,1.0,1.0,1.0
474,474,50.0,1.0,0.0,1.0
475,475,50.0,1.0,0.0,1.0
476,476,50.0,1.0,1.0,1.0
477,477,50.0,1.0,0.0,0.0
478,478,50.0,0.0,0.0,1.0
479,479,50.0,1.0,0.0,1.0
480,480,50.0,0.0,1.0,0.0
481,481,50.0,1.0,1.0,1.0
482,482,50.0,0.0,1.0,0.0
483,483,50.0,0.0,1.0,1.0
484,484,50.0,1.0,0.0,1.0
485,485,50.0,1.0,0.0,1.0
486,486,50.0,1.0,1.0,1.0
487,487,50.0,0.0,1.0,0.0
488,488,50.0,1.0,1.0,1.0
489,489,50.0,0.0,0.0,1.0
490,490,50.0,0.0,0.0,1.0
491,491,50.0,0.0,0.0,1.0
492,492,50.0,1.0,1.0,1.0
493,493,50.0,0.0,0.0,1.0
494,494,50.0,0.0,0.0,1.0
495,495,50.0,0.0,1.0,0.0
496,496,50.0,0.0,1.0,1.0
497,497,50.0,0.0,1.0,1.0
498,498,50.0,1.0,1.0,1.0
499,499,50.0,0.0,1.0,0.0
500,500,50.0,0.0,1.0,0.0
501,501,50.0,1.0,1.0,0.0
502,502,50.0,0.0,0.0,0.0
503,503,50.0,0.0,1.0,0.0
504,504,50.0,1.0,0.0,0.0
505,505,50.0,0.0,0.0,0.0
506,506,50.0,1.0,0.0,1.0
507,507,50.0,0.0,0.0,0.0
508,508,50.0,1.0,0.0,1.0
509,509,50.0,1.0,0.0,1.0
510,510,50.0,1.0,1.0,0.0
511,511,50.0,1.0,1.0,1.0
512,512,50.0,1.0,1.0,1.0
513,513,50.0,1.0,1.0,1.0
514,514,50.0,0.0,0.0,1.0
515,515,50.0,0.0,0.0,1.0
516,516,50.0,0.0,1.0,0.0
517,517,50.0,0.0,1.0,0.0
518,518,50.0,0.0,0.0,0.0
519,519,50.0,0.0,1.0,1.0
520,520,50.0,1.0,0.0,0.0
521,521,50.0,1.0,1.0,1.0
522,522,50.0,1.0,1.0,1.0
523,523,50.0,0.0,0.0,1.0
524,524,50.0,1.0,1.0,1.0
525,525,50.0,1.0,1.0,1.0
526,526,50.0,1.0,0.0,1.0
527,527,50.0,1.0,1.0,0.0
528,528,50.0,1.0,0.0,1.0
529,529,50.0,0.0,0.0,0.0
530,530,50.0,1.0,0.0,1.0
531,531,50.0,1.0,1.0,1.0
532,532,50.0,0.0,1.0,1.0
533,533,50.0,0.0,1.0,1.0
534,534,50.0,1.0,1.0,1.0
535,535,50.0,0.0,1.0,1.0
536,536,50.0,0.0,1.0,0.0
537,537,50.0,0.0,1.0,0.0
538,538,50.0,0.0,1.0,1.0
539,539,50.0,0.0,1.0,0.0
540,540,50.0,0.0,0.0,1.0
541,541,50.0,0.0,1.0,0.0
542,542,50.0,0.0,1.0,0.0
543,543,50.0,0.0,1.0,1.0
544,544,50.0,1.0,1.0,1.0
545,545,50.0,1.0,0.0,1.0
546,546,50.0,0.0,1.0,1.0
547,547,50.0,1.0,0.0,1.0
548,548,50.0,0.0,1.0,1.0
549,549,50.0,0.0,1.0,0.0
550,550,50.0,1.0,1.0,1.0
551,551,50.0,0.0,1.0,1.0
552,552,50.0,0.0,1.0,1.0
553,553,50.0,0.0,0.0,1.0
554,554,50.0,0.0,1.0,1.0
555,555,50.0,0.0,1.0,0.0
556,556,50.0,0.0,0.0,0.0
557,557,50.0,1.0,1.0,0.0
558,558,50.0,0.0,1.0,0.0
559,559,50.0,0.0,0.0,1.0
560,560,50.0,1.0,0.0,0.0
561,561,50.0,0.0,0.0,1.0
562,562,50.0,0.0,1.0,1.0
563,563,50.0,0.0,0.0,0.0
564,564,50.0,0.0,1.0,0.0
565,565,50.0,0.0,1.0,0.0
566,566,50.0,0.0,1.0,0.0
567,567,50.0,1.0,1.0,1.0
568,568,50.0,0.0,0.0,1.0
569,569,50.0,1.0,0.0,1.0
570,570,50.0,0.0,0.0,0.0
571,571,50.0,0.0,0.0,1.0
572,572,50.0,0.0,0.0,1.0
573,573,50.0,0.0,0.0,1.0
574,574,50.0,0.0,0.0,1.0
575,575,50.0,0.0,0.0,0.0
576,576,50.0,0.0,0.0,1.0
577,577,50.0,1.0,1.0,0.0
578,578,50.0,0.0,1.0,1.0
579,579,50.0,0.0,1.0,1.0
580,580,50.0,1.0,0.0,0.0
581,581,50.0,0.0,1.0,1.0
582,582,50.0,0.0,1.0,1.0
583,583,50.0,0.0,0.0,1.0
584,584,50.0,1.0,1.0,0.0
585,585,50.0,0.0,0.0,0.0
586,586,50.0,1.0,0.0,1.0
587,587,50.0,1.0,1.0,1.0
588,588,50.0,0.0,0.0,1.0
589,589,50.0,0.0,1.0,1.0
590,590,50.0,0.0,1.0,0.0
591,591,50.0,1.0,0.0,1.0
592,592,50.0,0.0,0.0,1.0
593,593,50.0,0.0,0.0,0.0
594,594,50.0,0.0,1.0,0.0
595,595,50.0,1.0,0.0,1.0
596,596,50.0,0.0,1.0,0.0
597,597,50.0,1.0,0.0,1.0
598,598,50.0,0.0,0.0,1.0
599,599,50.0,0.0,1.0,1.0
600,600,50.0,0.0,0.0,1.0
601,601,50.0,1.0,1.0,1.0
602,602,50.0,0.0,1.0,1.0
603,603,50.0,0.0,1.0,0.0
604,604,50.0,0.0,0.0,0.0
605,605,50.0,0.0,1.0,0.0
606,606,50.0,1.0,0.0,0.0
607,607,50.0,0.0,1.0,0.0
608,608,50.0,1.0,1.0,1.0
609,609,50.0,1.0,0.0,1.0
610,610,50.0,0.0,1.0,0.0
611,611,50.0,1.0,0.0,1.0
612,612,50.0,0.0,0.0,1.0
613,613,50.0,0.0,1.0,0.0
614,614,50.0,0.0,0.0,0.0
615,615,50.0,0.0,0.0,0.0
616,616,50.0,1.0,1.0,0.0
617,617,50.0,0.0,1.0,0.0
618,618,50.0,0.0,1.0,1.0
619,619,50.0,0.0,1.0,0.0
620,620,50.0,0.0,0.0,0.0
621,621,50.0,1.0,1.0,1.0
622,622,50.0,0.0,1.0,1.0
623,623,50.0,0.0,1.0,1.0
624,624,50.0,0.0,0.0,1.0
625,625,50.0,1.0,1.0,1.0
626,626,50.0,0.0,1.0,1.0
627,627,50.0,0.0,1.0,1.0
628,628,50.0,0.0,0.0,1.0
629,629,50.0,0.0,1.0,1.0
630,630,50.0,0.0,1.0,1.0
631,631,50.0,0.0,0.0,0.0
632,632,50.0,1.0,0.0,1.0
633,633,50.0,0.0,1.0,0.0
634,634,50.0,0.0,0.0,1.0
635,635,50.0,1.0,0.0,1.0
636,636,50.0,1.0,1.0,1.0
637,637,50.0,0.0,0.0,1.0
638,638,50.0,0.0,0.0,0.0
639,639,50.0,0.0,1.0,0.0
640,640,50.0,1.0,0.0,1.0
641,641,50.0,0.0,0.0,0.0
642,642,50.0,0.0,0.0,1.0
643,643,50.0,1.0,0.0,1.0
644,644,50.0,0.0,0.0,1.0
645,645,50.0,0.0,0.0,1.0
646,646,50.0,0.0,0.0,0.0
647,647,50.0,0.0,0.0,0.0
648,648,50.0,0.0,1.0,0.0
649,649,50.0,0.0,1.0,0.0
650,650,50.0,1.0,1.0,0.0
651,651,50.0,0.0,1.0,1.0
652,652,50.0,1.0,0.0,1.0
653,653,50.0,1.0,0.0,0.0
654,654,50.0,0.0,1.0,0.0
655,655,50.0,0.0,0.0,1.0
656,656,50.0,1.0,1.0,1.0
657,657,50.0,0.0,0.0,1.0
658,658,50.0,1.0,1.0,1.0
659,659,50.0,0.0,1.0,0.0
660,660,50.0,1.0,1.0,1.0
661,661,50.0,1.0,0.0,1.0
662,662,50.0,0.0,0.0,1.0
663,663,50.0,1.0,1.0,1.0
664,664,50.0,0.0,1.0,0.0
665,665,50.0,0.0,1.0,0.0
666,666,50.0,0.0,0.0,1.0
667,667,50.0,0.0,0.0,0.0
668,668,50.0,1.0,1.0,1.0
669,669,50.0,1.0,0.0,1.0
670,670,50.0,0.0,0.0,0.0
671,671,50.0,1.0,0.0,1.0
672,672,50.0,0.0,1.0,0.0
673,673,50.0,0.0,0.0,0.0
674,674,50.0,0.0,0.0,1.0
675,675,50.0,0.0,1.0,0.0
676,676,50.0,1.0,0.0,1.0
677,677,50.0,1.0,1.0,1.0
678,678,50.0,0.0,1.0,1.0
679,679,50.0,0.0,0.0,0.0
680,680,50.0,1.0,1.0,1.0
681,681,50.0,1.0,0.0,1.0
682,682,50.0,0.0,1.0,0.0
683,683,50.0,0.0,0.0,0.0
684,684,50.0,1.0,1.0,1.0
685,685,50.0,1.0,1.0,1.0
686,686,50.0,0.0,0.0,0.0
687,687,50.0,1.0,1.0,1.0
688,688,50.0,1.0,0.0,1.0
689,689,50.0,0.0,0.0,1.0
690,690,50.0,1.0,1.0,1.0
691,691,50.0,1.0,1.0,1.0
692,692,50.0,0.0,0.0,1.0
693,693,50.0,0.0,1.0,1.0
694,694,50.0,1.0,1.0,1.0
695,695,50.0,0.0,1.0,1.0
696,696,50.0,0.0,0.0,1.0
